recording,unit_id,unit_index,region_index,window_start_s,window_end_s,window_dur_s,window_source,n_spikes,rate_hz,isi_mean_s,isi_median_s,cv_isi,burst_count,burst_spike_frac,mean_ibi_s,is_active,is_silent,sttc_mean_window,sttc_mean_unit,sttc_degree,n_active_units_window,sttc_dt_s,sttc_degree_thresh,sttc_rate_resid_unit,sttc_rate_resid_window,sttc_degree_delta,sttc_mean_unit_delta,rate_hz_delta,burst_count_delta,tau_rec_burst_s,tau_rec_rate_s,burst_rate_ratio_post0,burst_rate_ratio_post_mid,burst_rate_ratio_post_last,rate_ratio_post0,rate_ratio_post_mid,rate_ratio_post_last,baseline_burst_rate_mean,baseline_rate_mean,injury_label,injury_start_s,injury_end_s,n_baseline_regions,n_post_regions
ER52_ImpactWithBicuculline,s7a,0,0,0.0,419.58000000000004,419.58000000000004,region,308.0,0.7340674007340673,1.3539052117263843,0.11115000000000919,1.171707237722144,37.0,0.42207792207792205,10.54823263888889,1.0,0.0,0.7335196513953771,0.6934601536901664,65.0,66.0,0.05,0.1,-0.010399407591894061,-0.016026176396063074,-2.0,0.04979748001778628,0.31460031460031934,27.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s9a,1,0,0.0,419.58000000000004,419.58000000000004,region,1722.0,4.1041041041041035,0.24272871876815805,0.009575000000012324,2.850796102096797,180.0,0.997096399535424,2.224304748603352,1.0,0.0,0.7335196513953771,0.8349665686052996,65.0,66.0,0.05,0.1,0.06473246974281188,-0.016026176396063074,-2.0,0.028742748674644214,-1.1273177939844445,12.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s9b,2,0,0.0,419.58000000000004,419.58000000000004,region,1459.0,3.4772868106201438,0.28654070644718793,0.012275000000002478,2.598828509713242,180.0,0.9972583961617546,2.2289128491620094,1.0,0.0,0.7335196513953771,0.8280571367764941,65.0,66.0,0.05,0.1,0.07016851414006886,-0.016026176396063074,-2.0,0.027843604393886667,-0.5886839220172555,10.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s9c,3,0,0.0,419.58000000000004,419.58000000000004,region,211.0,0.5028838362171695,1.9886834523809522,1.8705874999999992,1.089215234740091,21.0,0.3127962085308057,19.583506250000003,1.0,0.0,0.7335196513953771,0.6084328678779516,65.0,66.0,0.05,0.1,-0.09087341890248124,-0.016026176396063074,-2.0,-0.05949293699724234,-0.2097335430668748,-17.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s9d,4,0,0.0,419.58000000000004,419.58000000000004,region,474.0,1.1297011297011297,0.8788169133192388,0.04302500000000009,1.4608379289185578,88.0,0.7383966244725738,4.561275287356322,1.0,0.0,0.7335196513953771,0.6916592775216887,65.0,66.0,0.05,0.1,-0.0199924854848067,-0.016026176396063074,-2.0,0.14320607239627114,1.9567186233852905,138.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s10a,5,0,0.0,419.58000000000004,419.58000000000004,region,2358.0,5.619905619905619,0.17724604369961813,0.006300000000003081,3.369711917382276,182.0,1.0,2.1857011049723756,1.0,0.0,0.7335196513953771,0.7940835965181089,65.0,66.0,0.05,0.1,-0.006004961963298028,-0.016026176396063074,-2.0,0.013840343785854192,1.2369512369512377,23.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s11a,6,0,0.0,419.58000000000004,419.58000000000004,region,179.0,0.4266170932837599,2.320029353932584,2.1276000000000153,1.0724438132555982,13.0,0.21787709497206703,29.912770833333337,1.0,0.0,0.7335196513953771,0.6206527442580038,65.0,66.0,0.05,0.1,-0.07715143134663438,-0.016026176396063074,-2.0,0.23981216769330327,2.852852852852868,214.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s11b,7,0,0.0,419.58000000000004,419.58000000000004,region,2189.0,5.21712188378855,0.1909364945155393,0.006637500000010732,3.2630066926179415,182.0,1.0,2.2038319060773457,1.0,0.0,0.7335196513953771,0.8580764695478145,65.0,66.0,0.05,0.1,0.06592093571357316,-0.016026176396063074,-2.0,0.009117028450489895,-1.4776681443347952,15.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s11c,8,0,0.0,419.58000000000004,419.58000000000004,region,6.0,0.014300014300014298,65.32627000000001,40.72252500000002,0.7152931762679766,0.0,0.0,,1.0,0.0,0.7335196513953771,0.4164959094341752,58.0,66.0,0.05,0.1,-0.27318747762632306,-0.016026176396063074,2.0,0.020338639118484436,0.009533342866676306,0.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
ER52_ImpactWithBicuculline,s12a,9,0,0.0,419.58000000000004,419.58000000000004,region,4173.0,9.945659945659944,0.10012963207094917,0.003550000000004161,4.590009225408519,182.0,1.0,2.196163812154697,1.0,0.0,0.7335196513953771,0.8192726512344463,65.0,66.0,0.05,0.1,-0.06601377549906495,-0.016026176396063074,-2.0,0.012379972856926269,0.6458839792173645,23.0,420.0,420.0,0.8596391241604345,1.1261394118063357,1.127024915570288,0.8081804024624697,1.012722067776219,0.988252541608223,0.32624274400445147,4.018494400386789,Impact Injury,12180.0,12600.0,29,21
